,src_ip,dst_ip,src_port,dst_port,t_proto,dsfield,ip_flags,length,application,traffic_type,arc,d_proto
9007,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9008,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,912,facebook,chat,nonvpn,TLS
9009,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9010,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9011,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9012,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9013,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9014,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9015,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9016,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9017,131.202.240.242,224.0.0.252,56416,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9018,131.202.240.242,224.0.0.252,49648,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9019,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9020,131.202.240.242,224.0.0.252,49773,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9021,131.202.240.242,224.0.0.252,64918,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9022,131.202.240.242,224.0.0.252,56416,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9023,131.202.240.242,224.0.0.252,49648,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9024,131.202.240.242,224.0.0.252,49773,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9025,131.202.240.242,224.0.0.252,64918,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9026,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9027,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9028,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9029,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1226,facebook,chat,nonvpn,TLS
9030,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,563,facebook,chat,nonvpn,TLS
9031,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9032,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,1794,facebook,chat,nonvpn,TLS
9033,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9034,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9035,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9036,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9037,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9038,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9039,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9040,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
9041,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9042,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9043,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1189,facebook,chat,nonvpn,TLS
9044,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9045,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,671,facebook,chat,nonvpn,TLS
9046,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9047,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9048,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9049,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,334,facebook,chat,nonvpn,TLS
9050,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9051,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,117,facebook,chat,nonvpn,TLS
9052,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9053,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9054,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,598,facebook,chat,nonvpn,TLS
9055,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9056,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,369,facebook,chat,nonvpn,TLS
9057,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9058,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9059,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9060,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9061,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9062,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9063,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9064,131.202.240.242,224.0.0.252,50062,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9065,131.202.240.242,224.0.0.252,59589,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9066,131.202.240.242,224.0.0.252,59589,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9067,131.202.240.242,224.0.0.252,50062,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9068,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9069,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9070,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9071,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9072,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9073,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9074,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9075,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9076,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9077,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9078,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,551,facebook,chat,nonvpn,TLS
9079,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9080,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,369,facebook,chat,nonvpn,TLS
9081,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9082,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9083,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9084,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9085,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9086,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9087,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9088,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9089,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9090,131.202.240.242,224.0.0.252,56367,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9091,131.202.240.242,224.0.0.252,59073,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9092,131.202.240.242,224.0.0.252,59073,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9093,131.202.240.242,224.0.0.252,56367,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9094,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9095,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9096,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,800,facebook,chat,nonvpn,TLS
9097,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,713,facebook,chat,nonvpn,TLS
9098,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9099,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9100,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,821,facebook,chat,nonvpn,TLS
9101,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9102,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,675,facebook,chat,nonvpn,TLS
9103,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9104,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9105,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9106,131.202.240.242,224.0.0.252,65165,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9107,131.202.240.242,224.0.0.252,58028,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9108,131.202.240.242,224.0.0.252,58028,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9109,131.202.240.242,224.0.0.252,65165,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9110,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9111,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9112,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,599,facebook,chat,nonvpn,TLS
9113,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9114,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,369,facebook,chat,nonvpn,TLS
9115,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9116,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9117,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9118,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9119,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9120,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9121,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9122,131.202.240.242,224.0.0.252,49847,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9123,131.202.240.242,224.0.0.252,55436,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9124,131.202.240.242,173.194.210.188,32506,5228,tcp,0x00,0x40,55,facebook,chat,nonvpn,DATA
9125,173.194.210.188,131.202.240.242,5228,32506,tcp,0x00,0x00,66,facebook,chat,nonvpn,TCP
9126,131.202.240.242,224.0.0.252,55436,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9127,131.202.240.242,224.0.0.252,49847,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9128,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9129,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9130,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,552,facebook,chat,nonvpn,TLS
9131,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9132,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,369,facebook,chat,nonvpn,TLS
9133,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9134,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9135,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9136,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9137,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9138,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9139,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9140,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9141,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9142,131.202.240.242,224.0.0.252,56443,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9143,131.202.240.242,224.0.0.252,51091,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9144,131.202.240.242,224.0.0.252,51091,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9145,131.202.240.242,224.0.0.252,56443,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9146,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9147,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9148,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,1992,facebook,chat,nonvpn,TLS
9149,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9150,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,869,facebook,chat,nonvpn,TLS
9151,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
9152,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9153,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9154,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9155,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9156,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9157,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
9158,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9159,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9160,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1251,facebook,chat,nonvpn,TLS
9161,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9162,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,713,facebook,chat,nonvpn,TLS
9163,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
9164,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
9165,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9166,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,249,facebook,chat,nonvpn,TLS
9167,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
9168,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9169,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9170,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,964,facebook,chat,nonvpn,TLS
9171,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9172,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,672,facebook,chat,nonvpn,TLS
9173,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9174,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9175,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9176,131.202.240.242,224.0.0.252,61902,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9177,131.202.240.242,224.0.0.252,55426,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9178,131.202.240.242,224.0.0.252,61902,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9179,131.202.240.242,224.0.0.252,55426,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9180,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9181,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9182,131.202.240.242,224.0.0.252,60541,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9183,131.202.240.242,224.0.0.252,65320,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9184,131.202.240.242,224.0.0.252,60541,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9185,131.202.240.242,224.0.0.252,65320,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9186,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9187,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9188,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9189,131.202.240.242,224.0.0.252,61602,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9190,131.202.240.242,224.0.0.252,61402,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9191,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9192,131.202.240.242,224.0.0.252,61402,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9193,131.202.240.242,224.0.0.252,61602,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9194,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9195,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9196,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9197,131.202.240.242,224.0.0.252,55789,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9198,131.202.240.242,224.0.0.252,58637,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9199,131.202.240.242,224.0.0.252,58637,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9200,131.202.240.242,224.0.0.252,55789,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9201,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9202,131.202.240.242,224.0.0.252,60396,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9203,131.202.240.242,224.0.0.252,57043,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9204,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9205,131.202.240.242,224.0.0.252,57043,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9206,131.202.240.242,224.0.0.252,60396,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9207,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9208,131.202.240.242,224.0.0.252,49483,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9209,131.202.240.242,224.0.0.252,57349,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9210,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9211,131.202.240.242,224.0.0.252,57349,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9212,131.202.240.242,224.0.0.252,49483,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9213,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9214,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9215,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9216,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9217,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
9218,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,674,facebook,chat,nonvpn,TLS
9219,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9220,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9221,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9222,131.202.240.242,131.202.240.45,51434,161,udp,0x00,0x00,121,facebook,chat,nonvpn,SNMP
9223,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9224,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9225,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9226,131.202.240.45,131.202.240.242,161,51434,udp,0x00,0x40,136,facebook,chat,nonvpn,SNMP
9227,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9228,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9229,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9230,131.202.240.242,224.0.0.252,52010,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9231,131.202.240.242,224.0.0.252,60847,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9232,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,714,facebook,chat,nonvpn,TLS
9233,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,677,facebook,chat,nonvpn,TLS
9234,131.202.240.242,224.0.0.252,52010,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9235,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9236,131.202.240.242,224.0.0.252,60847,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9237,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,698,facebook,chat,nonvpn,TLS
9238,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9239,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,676,facebook,chat,nonvpn,TLS
9240,173.252.100.27,131.202.240.242,443,32576,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
9241,131.202.240.242,173.252.100.27,32576,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9242,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9243,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9244,131.202.240.242,224.0.0.252,50891,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9245,131.202.240.242,224.0.0.252,64821,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9246,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9247,131.202.240.242,224.0.0.252,64821,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9248,131.202.240.242,224.0.0.252,50891,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9249,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9250,74.125.226.161,131.202.240.242,443,32610,tcp,0x00,0x00,109,facebook,chat,nonvpn,TLS
9251,74.125.226.161,131.202.240.242,443,32610,tcp,0x00,0x00,60,facebook,chat,nonvpn,TCP
9252,131.202.240.242,74.125.226.161,32610,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9253,131.202.240.242,74.125.226.161,32610,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
9254,74.125.226.161,131.202.240.242,443,32610,tcp,0x00,0x00,60,facebook,chat,nonvpn,TCP
9255,131.202.240.242,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
9256,131.202.240.242,224.0.0.252,54693,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
9257,131.202.240.242,224.0.0.252,53542,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
